filename,label
0_aug0.jpg,iris
1_aug0.jpg,iris
1_aug1.jpg,iris
10_aug0.jpg,iris
10_aug1.jpg,iris
11_aug0.jpg,iris
12_aug0.jpg,iris
12_aug1.jpg,iris
13_aug0.jpg,iris
13_aug1.jpg,iris
13_aug2.jpg,iris
14_aug0.jpg,iris
14_aug1.jpg,iris
14_aug2.jpg,iris
15_aug0.jpg,iris
15_aug1.jpg,iris
15_aug2.jpg,iris
16_aug0.jpg,iris
16_aug1.jpg,iris
16_aug2.jpg,iris
17_aug0.jpg,iris
17_aug1.jpg,iris
17_aug2.jpg,iris
18_aug0.jpg,iris
18_aug1.jpg,iris
19_aug0.jpg,iris
19_aug1.jpg,iris
19_aug2.jpg,iris
2_aug0.jpg,iris
2_aug1.jpg,iris
20_aug0.jpg,iris
20_aug1.jpg,iris
20_aug2.jpg,iris
21_aug0.jpg,iris
22_aug0.jpg,iris
22_aug1.jpg,iris
23_aug0.jpg,iris
23_aug1.jpg,iris
23_aug2.jpg,iris
24_aug0.jpg,iris
24_aug1.jpg,iris
24_aug2.jpg,iris
25_aug0.jpg,iris
26_aug0.jpg,iris
27_aug0.jpg,iris
28_aug0.jpg,iris
28_aug1.jpg,iris
28_aug2.jpg,iris
28_aug3.jpg,iris
29_aug0.jpg,iris
29_aug1.jpg,iris
29_aug2.jpg,iris
29_aug3.jpg,iris
3_aug0.jpg,iris
3_aug1.jpg,iris
30_aug0.jpg,iris
31_aug0.jpg,iris
31_aug1.jpg,iris
32_aug0.jpg,iris
32_aug1.jpg,iris
33_aug0.jpg,iris
33_aug1.jpg,iris
33_aug2.jpg,iris
34_aug0.jpg,iris
35_aug0.jpg,iris
35_aug1.jpg,iris
36_aug0.jpg,iris
36_aug1.jpg,iris
36_aug2.jpg,iris
37_aug0.jpg,iris
38_aug0.jpg,iris
38_aug1.jpg,iris
38_aug2.jpg,iris
39_aug0.jpg,iris
4_aug0.jpg,iris
40_aug0.jpg,iris
40_aug1.jpg,iris
41_aug0.jpg,iris
41_aug1.jpg,iris
42_aug0.jpg,iris
42_aug1.jpg,iris
43_aug0.jpg,iris
43_aug1.jpg,iris
44_aug0.jpg,iris
45_aug0.jpg,iris
45_aug1.jpg,iris
45_aug2.jpg,iris
46_aug0.jpg,iris
46_aug1.jpg,iris
47_aug0.jpg,iris
47_aug1.jpg,iris
48_aug0.jpg,iris
48_aug1.jpg,iris
48_aug2.jpg,iris
49_aug0.jpg,iris
49_aug1.jpg,iris
49_aug2.jpg,iris
5_aug0.jpg,iris
5_aug1.jpg,iris
6_aug0.jpg,iris
6_aug1.jpg,iris
6_aug2.jpg,iris
7_aug0.jpg,iris
7_aug1.jpg,iris
8_aug0.jpg,iris
9_aug0.jpg,iris
